ASSOC_ID,FEATURE,DRUG_ID,DRUG_NAME,DRUG_TARGET,N_FEATURE_neg,N_FEATURE_pos,FEATURE_pos_logIC50_MEAN,FEATURE_neg_logIC50_MEAN,FEATURE_delta_MEAN_IC50,FEATURE_IC50_effect_size,FEATURE_neg_Glass_delta,FEATURE_pos_Glass_delta,FEATURE_neg_IC50_sd,FEATURE_pos_IC50_sd,FEATURE_IC50_T_pval,ANOVA_FEATURE_pval,ANOVA_TISSUE_pval,ANOVA_MSI_pval,ANOVA_MEDIA_pval,ANOVA_FEATURE_FDR
286,CDC73_gain,1032,Afatinib,"ERBB2, EGFR",766,38,2.1195049736842106,1.7056251031331595,0.41387987055105113,0.27144591613070185,0.2691950881962905,0.33596376842252457,1.5374718510809529,1.2319181693144228,0.10280195776052556,0.08926168898228415,8.463352528725968e-19,0.07233494670344795,,90.8231310218183
287,NKX3-1_dn,1032,Afatinib,"ERBB2, EGFR",680,124,1.2348607983870965,1.8145989397058824,-0.5797381413187859,0.38322201720002286,0.3715274035008471,0.4764282140525016,1.560418251402185,1.216842588702985,9.435534631508235e-05,0.08951427128824904,8.466144268604554e-19,0.07233578318849344,,90.8231310218183
288,IRF4_gain,1032,Afatinib,"ERBB2, EGFR",793,11,2.3492168181818185,1.7165304325346784,0.6326863856471401,0.4147449780439668,0.4141678829561049,0.4698670819827838,1.5276085174238259,1.3465220482722007,0.1722869966573089,0.09109447645291405,8.483438357633452e-19,0.07234095908417595,,90.8231310218183
289,DUSP22_gain,1032,Afatinib,"ERBB2, EGFR",793,11,2.3492168181818185,1.7165304325346784,0.6326863856471401,0.4147449780439668,0.4141678829561049,0.4698670819827838,1.5276085174238259,1.3465220482722007,0.1722869966573089,0.09109447645291405,8.483438357633452e-19,0.07234095908417595,,90.8231310218183
290,BAZ1A_dn,1032,Afatinib,"ERBB2, EGFR",774,30,2.4003618,1.6990170077519378,0.7013447922480625,0.4609722873384784,0.4586425829371932,0.540075401033002,1.5291750446645838,1.298605326046327,0.01344323495555088,0.09127768248536389,8.485424528957856e-19,0.07234155286924532,,90.8231310218183
291,CASP8_mut,1032,Afatinib,"ERBB2, EGFR",752,52,1.1175960961538463,1.7672008257978724,-0.6496047296440262,0.4276935492072977,0.428420024017054,0.41740646226371597,1.5162800364769307,1.556288146860573,0.002943378814908249,0.09143385149911472,8.487114531806402e-19,0.07234205800658673,,90.8231310218183
292,ERRFI1_mut,1032,Afatinib,"ERBB2, EGFR",785,19,0.9042855263157895,1.7450555324840764,-0.8407700061682869,0.5524496736208693,0.5559776656794531,0.4435929894980313,1.5122370161053014,1.8953636014845503,0.017571535240640687,0.09181667452662921,8.491245465216777e-19,0.0723432923242114,,90.8231310218183
293,MUC16_mut,1032,Afatinib,"ERBB2, EGFR",387,417,1.6674423621103118,1.7874071136950904,-0.1199647515847786,0.07860988567530618,0.08119403985704465,0.07642034444139638,1.4775068686814463,1.569801241563032,0.2657366994891675,0.091890745776996,8.492042813930601e-19,0.07234353050444896,,90.8231310218183
294,MSH2_dn,1032,Afatinib,"ERBB2, EGFR",768,36,1.0195008055555557,1.758265610677083,-0.7387648051215274,0.4861650361433515,0.4884748920869392,0.4425606603370984,1.5123905385704888,1.6692961470158925,0.00447096920080499,0.09218839200918806,8.495240575506657e-19,0.07234448550850964,,90.8231310218183
295,BCL3_gain,1032,Afatinib,"ERBB2, EGFR",792,12,2.396037583333333,1.7150221805555554,0.6810154027777775,0.44656243242079674,0.4451520298028879,0.6056732803735118,1.5298490340015505,1.1243940006034328,0.12509228448132023,0.09246641393999115,8.498218450143096e-19,0.07234537453283245,,90.8231310218183
296,CBLC_gain,1032,Afatinib,"ERBB2, EGFR",792,12,2.396037583333333,1.7150221805555554,0.6810154027777775,0.44656243242079674,0.4451520298028879,0.6056732803735118,1.5298490340015505,1.1243940006034328,0.12509228448132023,0.09246641393999115,8.498218450143096e-19,0.07234537453283245,,90.8231310218183
297,CACNA1D_dn,1032,Afatinib,"ERBB2, EGFR",801,3,3.5736713333333334,1.7182634257178526,1.8554079076154808,1.2182179165769658,1.2173110077219205,1.9171582398120375,1.5241855991162823,0.9677906961907271,0.03550804949230089,0.09287413085904658,8.502569770026085e-19,0.07234667305103734,,90.8231310218183
298,INPPL1_mut,1032,Afatinib,"ERBB2, EGFR",741,63,1.9384601269841266,1.7070540215924423,0.23140610539168427,0.15164355660272322,0.1497306260987935,0.18215118969223898,1.5454827874626036,1.2704067746286256,0.24822402088008763,0.09304832612652342,8.504423190156391e-19,0.07234722595333168,,90.8231310218183
299,CCND1_gain,1032,Afatinib,"ERBB2, EGFR",738,66,1.1608341818181818,1.7756571300813009,-0.6148229482631191,0.40505377275207055,0.4167955380152521,0.3172776983421585,1.475118834503023,1.937807010942452,0.0016777866539297926,0.09320148240689805,8.506049970990474e-19,0.07234771115027501,,90.8231310218183
300,ELK4_gain,1032,Afatinib,"ERBB2, EGFR",782,22,1.9061602727272728,1.7200952583120204,0.18606501441525247,0.12185368314306025,0.12140326801799273,0.143255273363581,1.5326194875386425,1.298835359051814,0.5731359260859697,0.09322976405897526,8.506350085839035e-19,0.07234780065154872,,90.8231310218183
301,HRAS_loss,1032,Afatinib,"ERBB2, EGFR",795,9,2.6166211111111104,1.7150948779874216,0.9015262331236888,0.591435670918107,0.5900904498049533,0.799700121572929,1.5277763492387932,1.1273303689769087,0.07805399368829406,0.0934482344869626,8.508665435490708e-19,0.07234849104077597,,90.8231310218183
302,VHL_mut,1032,Afatinib,"ERBB2, EGFR",792,12,2.3137309166666666,1.716269251262626,0.5974616654040406,0.39164116829754386,0.39041286441264555,0.5296258969206553,1.5303329369099772,1.1280824236084284,0.1785145699162489,0.09388212758390747,8.513248254261747e-19,0.07234985700938655,,90.8231310218183
303,MLLT10_loss,1032,Afatinib,"ERBB2, EGFR",794,10,0.9337196999999999,1.735154686397985,-0.801434986397985,0.5256465069355541,0.5260961233989229,0.4900528346378974,1.5233622730770078,1.6354052660264062,0.0989523826842425,0.09452545209122586,8.520005292654009e-19,0.07235186974212236,,90.8231310218183
304,ERCC2_loss,1032,Afatinib,"ERBB2, EGFR",800,4,0.89250125,1.7293500162499997,-0.8368487662499997,0.5483510807942537,0.5480641503617544,0.6457638062915659,1.5269175436810283,1.2959053420100752,0.2742963096466881,0.09507419699512233,8.525733624579773e-19,0.07235357484925137,,90.8231310218183
305,SLC34A2_gain,1032,Afatinib,"ERBB2, EGFR",801,3,1.560763,1.7258024082397005,-0.16503940823970065,0.10806499520279601,0.10912743904346443,0.036531107439205936,1.5123548182411484,4.517777308403658,0.8518454617623823,0.09514251717045148,8.526444560463256e-19,0.07235378639098515,,90.8231310218183
306,RAD50_dn,1032,Afatinib,"ERBB2, EGFR",764,40,2.325323375,1.6937658154450264,0.6315575595549736,0.4152100932529793,0.415178874197164,0.4158222862397044,1.5211697868207372,1.5188160434260773,0.010653596775222783,0.09523793227822427,8.52743661245512e-19,0.07235408155154908,,90.8231310218183
307,BRCA2_loss,1032,Afatinib,"ERBB2, EGFR",794,10,1.2194399,1.731556195214106,-0.5121162952141061,0.3355501067786944,0.3422692612557636,0.15950577001942148,1.496238059284625,3.2106443243510916,0.2919793761131515,0.0952449199771126,8.527509227032428e-19,0.0723541031549252,,90.8231310218183
308,PMS2_dn,1032,Afatinib,"ERBB2, EGFR",774,30,2.454194033333333,1.6969304870801032,0.75726354625323,0.4980420322533611,0.5060962856734146,0.3669964615577321,1.4962835485852477,2.063408303826671,0.007591193298352848,0.09568432441381754,8.532065018408039e-19,0.07235545818284646,,90.8231310218183
309,SLX4_dn,1032,Afatinib,"ERBB2, EGFR",773,31,2.372985129032258,1.6992076054333762,0.6737775235988819,0.44277265134368743,0.44755384966790185,0.3560021080362752,1.5054669378865686,1.89262228618665,0.015859938422310513,0.09601606822412656,8.535491078998687e-19,0.07235647673660911,,90.8231310218183
310,CCNB3_dn,1032,Afatinib,"ERBB2, EGFR",767,37,1.1440940540540543,1.7532184328552805,-0.6091243788012262,0.4002390756197049,0.3962847187048994,0.5286304616093572,1.5370877302357493,1.1522687832759657,0.017645899233350783,0.09654936552833246,8.540974543204507e-19,0.07235810612957949,,90.8231310218183
311,ERF_loss,1032,Afatinib,"ERBB2, EGFR",799,5,0.850746,1.7306586833541928,-0.8799126833541928,0.5767326582149797,0.5760311438683691,0.8046066176205371,1.5275435932944361,1.0935936445021524,0.19895476514696173,0.09692216704157139,8.544790236337722e-19,0.07235923935611076,,90.8231310218183
312,MLLT10_dn,1032,Afatinib,"ERBB2, EGFR",787,17,1.2543815294117646,1.735356457433291,-0.4809749280215263,0.31525188064652937,0.3174486981205878,0.24339893477890537,1.5151264782910547,1.9760765529168245,0.19881367822320664,0.09727035835559836,8.548341123006076e-19,0.07236029350014551,,90.8231310218183
313,TRIM27_gain,1032,Afatinib,"ERBB2, EGFR",800,4,2.9345772500000002,1.71913963625,1.2154376137500003,0.7970841938938183,0.7972335838987757,0.7600574513252772,1.5245690074997187,1.5991391330098765,0.11218430218662889,0.09757222786182125,8.551409586141961e-19,0.07236120408881846,,90.8231310218183
314,MTOR_dn,1032,Afatinib,"ERBB2, EGFR",761,43,2.0325952558139537,1.7078165860709593,0.3247786697429944,0.21289935436637594,0.21116712241344138,0.2541174789102639,1.5380172160849663,1.2780650553269612,0.17477309864775245,0.09793679006109658,8.555102975943489e-19,0.07236229971210513,,90.8231310218183
315,BIRC6_dn,1032,Afatinib,"ERBB2, EGFR",769,35,2.197468628571428,1.7036913081924576,0.4937773203789704,0.3240175936617495,0.3216598228592111,0.39654885091288206,1.5350916878266587,1.245186612550413,0.061193692429472604,0.09838423152791449,8.559617702098122e-19,0.07236363836210714,,90.8231310218183
316,FANCG_mut,1032,Afatinib,"ERBB2, EGFR",755,49,1.180230918367347,1.7605545735099337,-0.5803236551425868,0.38156145656850227,0.38087815938523967,0.39280168303231544,1.523646449245775,1.4773960505022685,0.009820810603996373,0.09886410293545396,8.564437402043168e-19,0.07236506668948353,,90.8231310218183
317,TRRAP_mut,1032,Afatinib,"ERBB2, EGFR",665,139,1.8056636546762592,1.7083650676691728,0.09729858700708638,0.06372661393773892,0.06148717147744056,0.07946428992010772,1.5824209289377527,1.2244315919126567,0.49461501784319595,0.09906731960324947,8.566471565865346e-19,0.07236566928575372,,90.8231310218183
318,WIF1_mut,1032,Afatinib,"ERBB2, EGFR",776,28,1.1663042857142858,1.7453524458762886,-0.5790481601620028,0.3800642412557439,0.3759795827741541,0.6223577204093841,1.5401053320223221,0.9304105037551516,0.04852194165096978,0.09934390222679085,8.569233563796176e-19,0.07236648727363727,,90.8231310218183
319,BACH2_dn,1032,Afatinib,"ERBB2, EGFR",767,37,1.8193152432432431,1.7206458331160364,0.09866941012720676,0.06461157920012939,0.06447099450523552,0.06783942076167979,1.530446534669076,1.454455374461891,0.7011787069761,0.09935782653375229,8.56937241520897e-19,0.07236652838889979,,90.8231310218183
320,AR_up,1032,Afatinib,"ERBB2, EGFR",791,13,0.9816965384615385,1.737405768647282,-0.7557092301857434,0.49578363403916664,0.4986250424526299,0.3749740569943272,1.5155861937229855,2.0153640394305365,0.07659781236637625,0.09953212403517571,8.571108879105134e-19,0.0723670425187411,,90.8231310218183
321,TEC_dn,1032,Afatinib,"ERBB2, EGFR",718,86,2.2809734767441867,1.6586160153203346,0.6223574614238521,0.41077937285107363,0.3974910013989111,0.6289399714833926,1.5657145928676537,0.9895339613349501,0.00033787895597298383,0.10012850608483329,8.577027996795148e-19,0.07236879429010673,,90.8231310218183
322,PABPC1_up,1032,Afatinib,"ERBB2, EGFR",779,25,0.93865268,1.7504283709884467,-0.8117756909884467,0.5338076725451354,0.5337820277939544,0.5346409971005658,1.5207999683754823,1.5183566082489404,0.008773104638480694,0.1004215298095642,8.579923640010513e-19,0.07236965083615685,,90.8231310218183
323,MLF1_mut,1032,Afatinib,"ERBB2, EGFR",785,19,1.263457,1.736362210191083,-0.4729052101910829,0.30998747553709743,0.3118039236491303,0.25259925496935415,1.5166749816889353,1.8721559976432105,0.18220842157958,0.10043592706104314,8.58006569952992e-19,0.07236969285092482,,90.8231310218183
324,JUN_gain,1032,Afatinib,"ERBB2, EGFR",793,11,1.2018025454545453,1.7324466456494327,-0.5306441001948874,0.34773322465515333,0.3474399539831251,0.37361744970505806,1.527297290111489,1.4202872500034185,0.25239180558140695,0.10151835735499895,8.590689464733301e-19,0.07237283298417069,,90.8231310218183
325,UBR5_gain,1032,Afatinib,"ERBB2, EGFR",763,41,1.7734030487804877,1.722595665792923,0.05080738298756482,0.033267978761729565,0.03333053038232285,0.032139818198695554,1.524349669950376,1.5808235962463197,0.8356592051936349,0.10216703010308728,8.597002955238677e-19,0.07237469733258053,,90.8231310218183
326,SOX21_mut,1032,Afatinib,"ERBB2, EGFR",798,6,0.4099175,1.7350758308270677,-1.3251583308270678,0.870107727788358,0.8687026017275528,1.250789990756768,1.5254453344467722,1.059457095611474,0.03402994818947408,0.1025998984197336,8.601194208774144e-19,0.07237593426542908,,90.8231310218183
327,INSR_dn,1032,Afatinib,"ERBB2, EGFR",710,94,1.4870952127659574,1.7567085464788732,-0.26961333371291585,0.17681978798670064,0.17402094850606098,0.20379382532614396,1.5493153900579129,1.3229710629428386,0.10757286133367995,0.10283768030152211,8.603489160937405e-19,0.0723766113115133,,90.8231310218183
328,SESN1_up,1032,Afatinib,"ERBB2, EGFR",780,24,0.9640554166666667,1.74860601025641,-0.7845505935897433,0.5156783348699236,0.5166589633542785,0.4854428222401801,1.5185076602489302,1.6161544833833699,0.013037261989721643,0.102854832180062,8.603654500971072e-19,0.07237666008265192,,90.8231310218183
329,MAML2_gain,1032,Afatinib,"ERBB2, EGFR",784,20,2.18507565,1.713454725765306,0.4716209242346938,0.3091612951669805,0.30886013720799993,0.3223938772515052,1.5269724623514094,1.4628718394263236,0.17253960210721045,0.10308661109746606,8.60588614579377e-19,0.07237731827328653,,90.8231310218183
330,KIT_mut,1032,Afatinib,"ERBB2, EGFR",748,56,1.3174903214285716,1.755709304812834,-0.43821898338426246,0.28770248131728504,0.2837140699049739,0.36672963463455405,1.5445796661795372,1.1949374743629528,0.03815306100906534,0.10338973255148133,8.608797281656181e-19,0.07237817662292333,,90.8231310218183
331,MAP2K2_up,1032,Afatinib,"ERBB2, EGFR",777,27,2.1564136666666665,1.7102018648648647,0.44621180180180176,0.2925720877636766,0.29130456270944804,0.34017673217578975,1.5317707270066372,1.311705826991181,0.1354371155382312,0.10370339685543213,8.611800863385803e-19,0.07237906193756156,,90.8231310218183
332,SPRTN_dn,1032,Afatinib,"ERBB2, EGFR",779,25,2.2078377600000003,1.7096971424903724,0.4981406175096279,0.3266921722767398,0.3278784353426188,0.2940736307029969,1.5192844780691126,1.693931605900193,0.1082584411981596,0.10402840307432769,8.614903658542279e-19,0.07237997618368683,,90.8231310218183
333,ARID4B_mut,1032,Afatinib,"ERBB2, EGFR",757,47,1.771754106382979,1.7222953434610304,0.04945876292194851,0.03238498840725277,0.03203757533122301,0.04042971067338087,1.543773597427869,1.2233271546638202,0.8294843778379012,0.1043213131624019,8.61769189060312e-19,0.07238079747275937,,90.8231310218183
334,PREX2_gain,1032,Afatinib,"ERBB2, EGFR",782,22,1.2378375909090908,1.7388971751918159,-0.501059584282725,0.32855025162100177,0.3287188390949893,0.3224589131506393,1.524280098038235,1.5538710944195577,0.12895355773687275,0.10450885237114618,8.619473054598789e-19,0.07238132199056295,,90.8231310218183
335,RECQL_up,1032,Afatinib,"ERBB2, EGFR",784,20,2.3073529,1.7103354081632651,0.597017491836735,0.3916367063340284,0.39120425255841795,0.41080921012460364,1.526101743353578,1.4532719255628472,0.08409883775824534,0.10478466822180574,8.62208693360961e-19,0.07238209153776858,,90.8231310218183
336,MET_dn,1032,Afatinib,"ERBB2, EGFR",647,157,1.2755062420382166,1.8343053137557956,-0.558799071717579,0.3698043822574446,0.3440700469489779,0.6185889997675904,1.6240852020473704,0.90334466330233,3.5765672780126844e-05,0.1059747918374487,8.633288608375987e-19,0.07238538686125111,,90.8231310218183
337,EPOR_mut,1032,Afatinib,"ERBB2, EGFR",788,16,2.183465125,1.7158814416243655,0.4675836833756346,0.3064401220638087,0.3063323182452947,0.3122609628214166,1.526393578235576,1.4974131865565528,0.22529499002141798,0.10635367922496608,8.636828818646387e-19,0.07238642746936223,,90.8231310218183
338,SETD1B_dn,1032,Afatinib,"ERBB2, EGFR",778,26,2.210460461538462,1.7089692107969152,0.5014912507415468,0.3289175261187369,0.32743120558629446,0.38839047440713853,1.5315927198923587,1.2912037853324074,0.09937217843277095,0.10656194160292758,8.6387694781443855e-19,0.07238699773195002,,90.8231310218183
339,CDKN1B_mut,1032,Afatinib,"ERBB2, EGFR",789,15,0.8456180666666667,1.7419084245880863,-0.8962903579214195,0.5887266287022496,0.5933816482924833,0.4294132691698633,1.5104787289943786,2.087244205690517,0.024166243095147887,0.1068688498890602,8.641622560410893e-19,0.0723878358860624,,90.8231310218183
340,BCL2_up,1032,Afatinib,"ERBB2, EGFR",795,9,1.9586432222222223,1.7225436842767292,0.2360995379454931,0.15461109611478133,0.15440856491743982,0.17979673316604688,1.5290572648721419,1.3131469843083807,0.6447587301857207,0.1069204247873035,8.642101219507237e-19,0.07238797647635221,,90.8231310218183
341,KAT7_gain,1032,Afatinib,"ERBB2, EGFR",787,17,1.1503069999999997,1.7376045730622618,-0.587297573062262,0.3851353787396872,0.3868186494440742,0.32244857729802756,1.5182762617736012,1.8213681635178813,0.11655939166115913,0.10692377679873474,8.642132321168238e-19,0.07238798561117321,,90.8231310218183
342,TFE3_mut,1032,Afatinib,"ERBB2, EGFR",759,45,1.3987840444444446,1.7445385191040843,-0.3457544746596397,0.22669714439370406,0.23041036641118867,0.1820414609924473,1.500602946147869,1.8993171817819274,0.1399181251963066,0.10718190271460318,8.644524465530532e-19,0.07238868810981887,,90.8231310218183
343,TRIM27_up,1032,Afatinib,"ERBB2, EGFR",786,18,1.8170492777777778,1.7230828638676845,0.0939664139100933,0.06152882482338843,0.06142967950229745,0.06670500332521158,1.529658215237457,1.4086861438559903,0.7963913093606515,0.1075163929388528,8.647615880071941e-19,0.07238959568539137,,90.8231310218183
344,BAX_dn,1032,Afatinib,"ERBB2, EGFR",791,13,2.202793461538462,1.7173371719342603,0.4854562896042016,0.31811798696045124,0.31659848924102757,0.5254336198956475,1.5333499877651722,0.9239155456032951,0.25559389640432784,0.10767098712951353,8.649041465937431e-19,0.07239001410283953,,90.8231310218183
345,FGFR1_mut,1032,Afatinib,"ERBB2, EGFR",768,36,1.175161111111111,1.7509690338541668,-0.5758079227430557,0.37817524825936966,0.3774080959771869,0.3962569470947922,1.5256904366403985,1.4531175464926587,0.02685687727669811,0.10858712152137703,8.657448403827233e-19,0.07239248023736099,,90.8231310218183
346,TGFBR1_up,1032,Afatinib,"ERBB2, EGFR",783,21,1.3896702857142855,1.7341851111111113,-0.34451482539682576,0.22572403254479992,0.22604718595585982,0.21408259028959326,1.524083672796082,1.6092612899105647,0.307657422185844,0.10872313727075737,8.658690592866527e-19,0.07239284443208023,,90.8231310218183
347,SH2B3_up,1032,Afatinib,"ERBB2, EGFR",793,11,2.9403447272727274,1.7083306759142494,1.232014051358478,0.810258611081614,0.8078979279470457,1.106235847008506,1.5249625091738461,1.1136992664720662,0.0077643231730446394,0.1089996865404422,8.661211512089472e-19,0.07239358338040396,,90.8231310218183
348,CBLB_gain,1032,Afatinib,"ERBB2, EGFR",797,7,1.099616714285714,1.7306809297365118,-0.6310642154507977,0.41350665065709374,0.41410644444851985,0.3514871632072509,1.5239178812858327,1.795411842903341,0.27636522123714363,0.10913364453331026,8.662430355933768e-19,0.07239394058166392,,90.8231310218183
349,EIF1AX_dn,1032,Afatinib,"ERBB2, EGFR",789,15,1.9124409333333334,1.7216266210392905,0.1908143122940429,0.12495714680438998,0.12637032670946186,0.08327090637951949,1.5099613751315548,2.2914883551810807,0.6317697378747626,0.1102615978430388,8.67263510921356e-19,0.07239692934805382,,90.8231310218183
350,ERF_gain,1032,Afatinib,"ERBB2, EGFR",797,7,2.7233941428571424,1.7164193964868253,1.0069747463703171,0.6605790672358749,0.6589481117859415,1.1288016048679008,1.5281548400542828,0.8920741625700996,0.0822245095780179,0.11078134464027549,8.677302697210925e-19,0.07239829526264631,,90.8231310218183
351,CD79A_gain,1032,Afatinib,"ERBB2, EGFR",797,7,2.7233941428571424,1.7164193964868253,1.0069747463703171,0.6605790672358749,0.6589481117859415,1.1288016048679008,1.5281548400542828,0.8920741625700996,0.0822245095780179,0.11078134464027549,8.677302697210925e-19,0.07239829526264631,,90.8231310218183
352,CARS_loss,1032,Afatinib,"ERBB2, EGFR",796,8,2.61211,1.716272786432161,0.895837213567839,0.5875652792524214,0.5865969186472483,0.7433840104456088,1.5271768144192268,1.2050800138018098,0.09860079078031367,0.11106142942900112,8.67980903905813e-19,0.07239902842230334,,90.8231310218183
353,DDX10_dn,1032,Afatinib,"ERBB2, EGFR",781,23,1.311886304347826,1.7373580448143404,-0.4254717404665145,0.27888723845073576,0.28294026623776125,0.19678657409892047,1.5037511137032038,2.1620974012822582,0.1878041815673526,0.11130215144344534,8.681958157631743e-19,0.07239965692414149,,90.8231310218183
354,ERCC4_mut,1032,Afatinib,"ERBB2, EGFR",753,51,1.2698766666666665,1.7560243134130145,-0.4861476467463479,0.3192790925423339,0.3179385312759116,0.3417334846301035,1.5290617491230154,1.4225929521438616,0.02762417946743035,0.11144366155864122,8.683219389287621e-19,0.07240002569700853,,90.8231310218183
355,MAP3K1_mut,1032,Afatinib,"ERBB2, EGFR",755,49,1.2513369795918368,1.7559397430463577,-0.5046027634545209,0.33143765060309877,0.33115454954462975,0.3359821899621052,1.523768174552938,1.5018735472598537,0.024830847970509353,0.11144460022499002,8.683227750017068e-19,0.07240002814143733,,90.8231310218183
356,LATS1_dn,1032,Afatinib,"ERBB2, EGFR",774,30,2.272024533333334,1.7039913204134367,0.5680332129198973,0.37286023586788114,0.3749936864475404,0.3267141442480709,1.5147807375134623,1.7386244915328648,0.0454299810559035,0.11170703537765686,8.685562541987572e-19,0.0724007106770961,,90.8231310218183
357,CIITA_gain,1032,Afatinib,"ERBB2, EGFR",795,9,2.015184111111111,1.7219035987421383,0.2932805123689728,0.1920702089735096,0.19250460025445926,0.15964801507367288,1.5234987214918732,1.837044527197112,0.5668212167409545,0.11203478679882647,8.688470826415816e-19,0.07240156061637078,,90.8231310218183
358,NOTCH1_gain,1032,Afatinib,"ERBB2, EGFR",800,4,2.18655275,1.72287975875,0.46367299125000017,0.3036680361733483,0.3033776992646775,0.4338175637764698,1.5283687376291801,1.0688202368148325,0.5448034379356601,0.11211908778922759,8.689217506517314e-19,0.0724017787877067,,90.8231310218183
359,PDCD1LG2_loss,1032,Afatinib,"ERBB2, EGFR",790,14,1.2204340000000002,1.7341315721518986,-0.5136975721518984,0.3366799308058399,0.33936443956437606,0.2407066281177069,1.5137047735800027,2.134123086551224,0.21213009037284858,0.11256446386921137,8.693153148257416e-19,0.07240292843887146,,90.8231310218183
360,CD274_loss,1032,Afatinib,"ERBB2, EGFR",790,14,1.2204340000000002,1.7341315721518986,-0.5136975721518984,0.3366799308058399,0.33936443956437606,0.2407066281177069,1.5137047735800027,2.134123086551224,0.21213009037284858,0.11256446386921137,8.693153148257416e-19,0.07240292843887146,,90.8231310218183
361,AGO2_mut,1032,Afatinib,"ERBB2, EGFR",764,40,1.272720025,1.7488759384816754,-0.4761559134816755,0.31249262559544144,0.31100887662405474,0.34659767349631343,1.53100425508835,1.373800085495208,0.05438429352469383,0.11263738027785526,8.693796018839183e-19,0.07240311618197567,,90.8231310218183
362,DDIT3_dn,1032,Afatinib,"ERBB2, EGFR",794,10,1.1149635999999998,1.7328720176322419,-0.617908417632242,0.40499547953187665,0.4048536961590177,0.41810484072763265,1.526251145770795,1.4778791284905692,0.20348673321887625,0.11277727703710322,8.695028272524635e-19,0.07240347601044025,,90.8231310218183
363,CTNND2_loss,1032,Afatinib,"ERBB2, EGFR",796,8,2.1562717499999997,1.7208540753768844,0.4354176746231153,0.2852123728081613,0.2857772319051394,0.23697692455786698,1.5236261885539133,1.8373842745891127,0.4223981293209763,0.11326064447102362,8.699274309850269e-19,0.07240471551336511,,90.8231310218183
364,SMAD2_gain,1032,Afatinib,"ERBB2, EGFR",784,20,2.14759525,1.7144108584183673,0.4331843915816329,0.28391344094475895,0.2831675476013825,0.32093252804498296,1.5297812028637916,1.3497677976752682,0.21027723023537512,0.11337248795255472,8.700254219548328e-19,0.07240500148585303,,90.8231310218183
365,EZH1_dn,1032,Afatinib,"ERBB2, EGFR",789,15,0.7095374666666667,1.744495508238276,-1.0349580415716093,0.6805322233088853,0.6855578882789218,0.5041380430656333,1.5096581328381313,2.052925891642875,0.009196737159995857,0.11372470317367425,8.703333890271022e-19,0.07240590004152474,,90.8231310218183
366,BLM_dn,1032,Afatinib,"ERBB2, EGFR",778,26,2.403999846153846,1.7025013136246787,0.7014985325291672,0.4608468656781709,0.4632353259640891,0.4011653658585964,1.5143459343675976,1.7486517836049507,0.02105457762471132,0.11399564613921342,8.705696518649326e-19,0.07240658917834913,,90.8231310218183
367,CDK8_gain,1032,Afatinib,"ERBB2, EGFR",797,7,0.678529,1.7343793161856964,-1.0558503161856962,0.6927716623572455,0.697099156918585,0.42620686411445835,1.5146343324426228,2.4773188915656377,0.06838721289991714,0.11440150121644828,8.709225197306595e-19,0.07240761809631391,,90.8231310218183
368,BCL3_up,1032,Afatinib,"ERBB2, EGFR",797,7,0.7159782857142859,1.7340504015056462,-1.0180721157913601,0.6678869247826624,0.6720518625544317,0.41111305837050294,1.51487135519828,2.4763799034421674,0.07889875548655871,0.11457382059472897,8.71071966655002e-19,0.0724080537436797,,90.8231310218183
369,JAK3_mut,1032,Afatinib,"ERBB2, EGFR",758,46,1.3283032173913043,1.7492718601583113,-0.42096864276700696,0.2762050670953284,0.27990999899672897,0.22998124317853785,1.5039428540454762,1.8304477223831803,0.06929417821230373,0.1146130626313872,8.711059688431823e-19,0.07240815285218961,,90.8231310218183
370,SFPQ_dn,1032,Afatinib,"ERBB2, EGFR",785,19,1.3546897368421054,1.7341540292993631,-0.37946429245725777,0.24863893730987127,0.25765398233805153,0.12440338637903683,1.472767038234195,3.0502730150857142,0.2845323215345877,0.11526680754349315,8.716707304068206e-19,0.07240979845733427,,90.8231310218183
371,MET_up,1032,Afatinib,"ERBB2, EGFR",796,8,2.0873431250000003,1.7215468253768844,0.3657962996231159,0.23957985346266214,0.238975399063242,0.3676078295370832,1.5306860080870175,0.995072112810414,0.5003438749023859,0.11530870246177136,8.717068145188158e-19,0.07240990356453075,,90.8231310218183
372,RAC1_up,1032,Afatinib,"ERBB2, EGFR",788,16,2.2329100625000002,1.714877483502538,0.5180325789974622,0.33957370191669106,0.33931967658241374,0.3537582647221558,1.526680044655892,1.4643688378682223,0.1790985818701135,0.11538392333517772,8.717715696765172e-19,0.07241009217536336,,90.8231310218183
373,LRP1B_mut,1032,Afatinib,"ERBB2, EGFR",549,255,1.8076935294117649,1.686863693989071,0.12082983542269377,0.07916941018351982,0.07791454850072016,0.0820972694822252,1.550799404575603,1.4717887231176976,0.29648303014933425,0.11542428576197009,8.718062990958212e-19,0.07241019332537092,,90.8231310218183
374,TP63_gain,1032,Afatinib,"ERBB2, EGFR",767,37,1.7449867567567567,1.7242314315514993,0.02075532520525747,0.013589993160976485,0.013614633647532553,0.013095483788852511,1.5244865005250479,1.5849223701781352,0.9356687189513726,0.11735497270800567,8.734536171417745e-19,0.07241498671811847,,91.48457448276105
